Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitInTime,PitOutTime,TrackStatus,Position,Deleted,season,race,session_type,lap_time_seconds,sector1_seconds,sector2_seconds,sector3_seconds,driver_median_lap,abs_delta_from_median
RUS,Mercedes,35.0,0 days 00:01:35.772000,0 days 00:00:30.587000,0 days 00:00:41.817000,0 days 00:00:23.368000,HARD,4.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.772,30.587,41.817,23.368,96.5375,0.7654999999999887
RUS,Mercedes,36.0,0 days 00:01:35.434000,0 days 00:00:30.608000,0 days 00:00:41.494000,0 days 00:00:23.332000,HARD,5.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.434,30.608,41.494,23.332,96.5375,1.1034999999999968
RUS,Mercedes,37.0,0 days 00:01:35.481000,0 days 00:00:30.566000,0 days 00:00:41.586000,0 days 00:00:23.329000,HARD,6.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.481,30.566,41.586,23.329,96.5375,1.0564999999999998
RUS,Mercedes,38.0,0 days 00:01:35.479000,0 days 00:00:30.600000,0 days 00:00:41.469000,0 days 00:00:23.410000,HARD,7.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.479,30.6,41.469,23.41,96.5375,1.0584999999999951
RUS,Mercedes,39.0,0 days 00:01:35.204000,0 days 00:00:30.547000,0 days 00:00:41.329000,0 days 00:00:23.328000,HARD,8.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.204,30.547,41.329,23.328,96.5375,1.3335000000000008
RUS,Mercedes,40.0,0 days 00:01:35.065000,0 days 00:00:30.390000,0 days 00:00:41.347000,0 days 00:00:23.328000,HARD,9.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.065,30.39,41.347,23.328,96.5375,1.4724999999999966
RUS,Mercedes,41.0,0 days 00:01:35.093000,0 days 00:00:30.541000,0 days 00:00:41.250000,0 days 00:00:23.302000,HARD,10.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.093,30.541,41.25,23.302,96.5375,1.4444999999999908
RUS,Mercedes,42.0,0 days 00:01:35.136000,0 days 00:00:30.570000,0 days 00:00:41.196000,0 days 00:00:23.370000,HARD,11.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.136,30.57,41.196,23.37,96.5375,1.4014999999999986
RUS,Mercedes,43.0,0 days 00:01:35.193000,0 days 00:00:30.626000,0 days 00:00:41.237000,0 days 00:00:23.330000,HARD,12.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.193,30.626,41.237,23.33,96.5375,1.3444999999999965
RUS,Mercedes,44.0,0 days 00:01:35.162000,0 days 00:00:30.573000,0 days 00:00:41.252000,0 days 00:00:23.337000,HARD,13.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.162,30.573,41.252,23.337,96.5375,1.3754999999999882
RUS,Mercedes,45.0,0 days 00:01:35.276000,0 days 00:00:30.599000,0 days 00:00:41.328000,0 days 00:00:23.349000,HARD,14.0,3.0,,,1,4.0,False,2024,Bahrain,R,95.276,30.599,41.328,23.349,96.5375,1.261499999999998
RUS,Mercedes,47.0,0 days 00:01:35.805000,0 days 00:00:30.525000,0 days 00:00:41.724000,0 days 00:00:23.556000,HARD,16.0,3.0,,,1,5.0,False,2024,Bahrain,R,95.805,30.525,41.724,23.556,96.5375,0.7324999999999875
RUS,Mercedes,48.0,0 days 00:01:36.059000,0 days 00:00:30.794000,0 days 00:00:41.795000,0 days 00:00:23.470000,HARD,17.0,3.0,,,1,5.0,False,2024,Bahrain,R,96.059,30.794,41.795,23.47,96.5375,0.4784999999999968
RUS,Mercedes,49.0,0 days 00:01:35.954000,0 days 00:00:30.723000,0 days 00:00:41.727000,0 days 00:00:23.504000,HARD,18.0,3.0,,,1,5.0,False,2024,Bahrain,R,95.954,30.723,41.727,23.504,96.5375,0.5835000000000008
RUS,Mercedes,50.0,0 days 00:01:36.181000,0 days 00:00:30.691000,0 days 00:00:41.930000,0 days 00:00:23.560000,HARD,19.0,3.0,,,1,5.0,False,2024,Bahrain,R,96.181,30.691,41.93,23.56,96.5375,0.35649999999999693
RUS,Mercedes,51.0,0 days 00:01:35.852000,0 days 00:00:30.639000,0 days 00:00:41.734000,0 days 00:00:23.479000,HARD,20.0,3.0,,,1,5.0,False,2024,Bahrain,R,95.852,30.639,41.734,23.479,96.5375,0.6854999999999905
RUS,Mercedes,52.0,0 days 00:01:36.186000,0 days 00:00:30.678000,0 days 00:00:41.927000,0 days 00:00:23.581000,HARD,21.0,3.0,,,1,5.0,False,2024,Bahrain,R,96.186,30.678,41.927,23.581,96.5375,0.35149999999998727
RUS,Mercedes,53.0,0 days 00:01:35.979000,0 days 00:00:30.752000,0 days 00:00:41.740000,0 days 00:00:23.487000,HARD,22.0,3.0,,,1,5.0,False,2024,Bahrain,R,95.979,30.752,41.74,23.487,96.5375,0.5584999999999951
RUS,Mercedes,54.0,0 days 00:01:36.013000,0 days 00:00:30.744000,0 days 00:00:41.687000,0 days 00:00:23.582000,HARD,23.0,3.0,,,1,5.0,False,2024,Bahrain,R,96.013,30.744,41.687,23.582,96.5375,0.5244999999999891
RUS,Mercedes,55.0,0 days 00:01:36.151000,0 days 00:00:30.818000,0 days 00:00:41.709000,0 days 00:00:23.624000,HARD,24.0,3.0,,,1,5.0,False,2024,Bahrain,R,96.151,30.818,41.709,23.624,96.5375,0.38649999999999807
RUS,Mercedes,56.0,0 days 00:01:36.350000,0 days 00:00:30.808000,0 days 00:00:41.885000,0 days 00:00:23.657000,HARD,25.0,3.0,,,1,5.0,False,2024,Bahrain,R,96.35,30.808,41.885,23.657,96.5375,0.1875
RUS,Mercedes,57.0,0 days 00:01:36.440000,0 days 00:00:30.765000,0 days 00:00:42.018000,0 days 00:00:23.657000,HARD,26.0,3.0,,,1,5.0,False,2024,Bahrain,R,96.44,30.765,42.018,23.657,96.5375,0.09749999999999659
NOR,McLaren,1.0,0 days 00:01:42.168000,,0 days 00:00:43.309000,0 days 00:00:24.244000,SOFT,4.0,1.0,,,12,7.0,False,2024,Bahrain,R,102.168,,43.309,24.244,96.5655,5.602500000000006
NOR,McLaren,2.0,0 days 00:01:38.010000,0 days 00:00:31.353000,0 days 00:00:42.618000,0 days 00:00:24.039000,SOFT,5.0,1.0,,,1,7.0,False,2024,Bahrain,R,98.01,31.353,42.618,24.039,96.5655,1.444500000000005
NOR,McLaren,5.0,0 days 00:01:37.794000,0 days 00:00:31.258000,0 days 00:00:42.379000,0 days 00:00:24.157000,SOFT,8.0,1.0,,,1,6.0,False,2024,Bahrain,R,97.794,31.258,42.379,24.157,96.5655,1.2284999999999968
NOR,McLaren,6.0,0 days 00:01:37.896000,0 days 00:00:31.027000,0 days 00:00:42.622000,0 days 00:00:24.247000,SOFT,9.0,1.0,,,1,6.0,False,2024,Bahrain,R,97.896,31.027,42.622,24.247,96.5655,1.3305000000000007
NOR,McLaren,7.0,0 days 00:01:37.860000,0 days 00:00:31.074000,0 days 00:00:42.514000,0 days 00:00:24.272000,SOFT,10.0,1.0,,,1,6.0,False,2024,Bahrain,R,97.86,31.074,42.514,24.272,96.5655,1.2944999999999993
NOR,McLaren,8.0,0 days 00:01:38.134000,0 days 00:00:31.171000,0 days 00:00:42.688000,0 days 00:00:24.275000,SOFT,11.0,1.0,,,1,6.0,False,2024,Bahrain,R,98.134,31.171,42.688,24.275,96.5655,1.5685000000000002
NOR,McLaren,9.0,0 days 00:01:38.064000,0 days 00:00:31.051000,0 days 00:00:42.721000,0 days 00:00:24.292000,SOFT,12.0,1.0,,,1,6.0,False,2024,Bahrain,R,98.064,31.051,42.721,24.292,96.5655,1.4984999999999928
NOR,McLaren,10.0,0 days 00:01:37.936000,0 days 00:00:31.019000,0 days 00:00:42.563000,0 days 00:00:24.354000,SOFT,13.0,1.0,,,12,6.0,False,2024,Bahrain,R,97.936,31.019,42.563,24.354,96.5655,1.370500000000007
NOR,McLaren,11.0,0 days 00:01:38.172000,0 days 00:00:31.163000,0 days 00:00:42.740000,0 days 00:00:24.269000,SOFT,14.0,1.0,,,1,5.0,False,2024,Bahrain,R,98.172,31.163,42.74,24.269,96.5655,1.606499999999997
NOR,McLaren,12.0,0 days 00:01:38.082000,0 days 00:00:31.232000,0 days 00:00:42.561000,0 days 00:00:24.289000,SOFT,15.0,1.0,,,1,4.0,False,2024,Bahrain,R,98.082,31.232,42.561,24.289,96.5655,1.5164999999999935
NOR,McLaren,15.0,0 days 00:01:36.912000,0 days 00:00:31.011000,0 days 00:00:42.058000,0 days 00:00:23.843000,HARD,2.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.912,31.011,42.058,23.843,96.5655,0.346500000000006
NOR,McLaren,16.0,0 days 00:01:36.565000,0 days 00:00:30.716000,0 days 00:00:42.031000,0 days 00:00:23.818000,HARD,3.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.565,30.716,42.031,23.818,96.5655,0.0005000000000023874
NOR,McLaren,17.0,0 days 00:01:36.776000,0 days 00:00:31.049000,0 days 00:00:41.973000,0 days 00:00:23.754000,HARD,4.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.776,31.049,41.973,23.754,96.5655,0.21049999999999613
NOR,McLaren,18.0,0 days 00:01:36.508000,0 days 00:00:30.803000,0 days 00:00:41.777000,0 days 00:00:23.928000,HARD,5.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.508,30.803,41.777,23.928,96.5655,0.05750000000000455
NOR,McLaren,19.0,0 days 00:01:36.416000,0 days 00:00:30.870000,0 days 00:00:41.774000,0 days 00:00:23.772000,HARD,6.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.416,30.87,41.774,23.772,96.5655,0.1495000000000033
NOR,McLaren,20.0,0 days 00:01:36.501000,0 days 00:00:30.817000,0 days 00:00:41.871000,0 days 00:00:23.813000,HARD,7.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.501,30.817,41.871,23.813,96.5655,0.06449999999999534
NOR,McLaren,21.0,0 days 00:01:36.620000,0 days 00:00:30.889000,0 days 00:00:41.825000,0 days 00:00:23.906000,HARD,8.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.62,30.889,41.825,23.906,96.5655,0.054500000000004434
NOR,McLaren,22.0,0 days 00:01:36.668000,0 days 00:00:30.839000,0 days 00:00:41.822000,0 days 00:00:24.007000,HARD,9.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.668,30.839,41.822,24.007,96.5655,0.10250000000000625
NOR,McLaren,23.0,0 days 00:01:36.696000,0 days 00:00:30.920000,0 days 00:00:41.877000,0 days 00:00:23.899000,HARD,10.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.696,30.92,41.877,23.899,96.5655,0.13049999999999784
NOR,McLaren,24.0,0 days 00:01:36.823000,0 days 00:00:30.890000,0 days 00:00:42.047000,0 days 00:00:23.886000,HARD,11.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.823,30.89,42.047,23.886,96.5655,0.2574999999999932
NOR,McLaren,25.0,0 days 00:01:36.730000,0 days 00:00:30.923000,0 days 00:00:41.924000,0 days 00:00:23.883000,HARD,12.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.73,30.923,41.924,23.883,96.5655,0.16450000000000387
NOR,McLaren,26.0,0 days 00:01:36.566000,0 days 00:00:30.845000,0 days 00:00:41.878000,0 days 00:00:23.843000,HARD,13.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.566,30.845,41.878,23.843,96.5655,0.0005000000000023874
NOR,McLaren,27.0,0 days 00:01:36.726000,0 days 00:00:30.873000,0 days 00:00:41.939000,0 days 00:00:23.914000,HARD,14.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.726,30.873,41.939,23.914,96.5655,0.16049999999999898
NOR,McLaren,28.0,0 days 00:01:37.018000,0 days 00:00:30.980000,0 days 00:00:41.984000,0 days 00:00:24.054000,HARD,15.0,2.0,,,1,6.0,False,2024,Bahrain,R,97.018,30.98,41.984,24.054,96.5655,0.45250000000000057
NOR,McLaren,29.0,0 days 00:01:37.041000,0 days 00:00:30.879000,0 days 00:00:42.160000,0 days 00:00:24.002000,HARD,16.0,2.0,,,1,6.0,False,2024,Bahrain,R,97.041,30.879,42.16,24.002,96.5655,0.4754999999999967
NOR,McLaren,30.0,0 days 00:01:36.986000,0 days 00:00:30.946000,0 days 00:00:42.076000,0 days 00:00:23.964000,HARD,17.0,2.0,,,1,6.0,False,2024,Bahrain,R,96.986,30.946,42.076,23.964,96.5655,0.4205000000000041
NOR,McLaren,31.0,0 days 00:01:37.083000,0 days 00:00:30.944000,0 days 00:00:42.127000,0 days 00:00:24.012000,HARD,18.0,2.0,,,1,6.0,False,2024,Bahrain,R,97.083,30.944,42.127,24.012,96.5655,0.5174999999999983
NOR,McLaren,32.0,0 days 00:01:37.171000,0 days 00:00:30.994000,0 days 00:00:42.140000,0 days 00:00:24.037000,HARD,19.0,2.0,,,1,5.0,False,2024,Bahrain,R,97.171,30.994,42.14,24.037,96.5655,0.6055000000000064
NOR,McLaren,35.0,0 days 00:01:34.476000,0 days 00:00:30.320000,0 days 00:00:40.838000,0 days 00:00:23.318000,HARD,2.0,3.0,,,1,7.0,False,2024,Bahrain,R,94.476,30.32,40.838,23.318,96.5655,2.089500000000001
NOR,McLaren,36.0,0 days 00:01:35.690000,0 days 00:00:30.162000,0 days 00:00:42.072000,0 days 00:00:23.456000,HARD,3.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.69,30.162,42.072,23.456,96.5655,0.8755000000000024
NOR,McLaren,37.0,0 days 00:01:35.067000,0 days 00:00:30.355000,0 days 00:00:41.339000,0 days 00:00:23.373000,HARD,4.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.067,30.355,41.339,23.373,96.5655,1.498500000000007
NOR,McLaren,38.0,0 days 00:01:35.149000,0 days 00:00:30.480000,0 days 00:00:41.161000,0 days 00:00:23.508000,HARD,5.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.149,30.48,41.161,23.508,96.5655,1.4164999999999992
NOR,McLaren,39.0,0 days 00:01:34.880000,0 days 00:00:30.350000,0 days 00:00:41.047000,0 days 00:00:23.483000,HARD,6.0,3.0,,,1,6.0,False,2024,Bahrain,R,94.88,30.35,41.047,23.483,96.5655,1.6855000000000047
NOR,McLaren,40.0,0 days 00:01:35.276000,0 days 00:00:30.366000,0 days 00:00:41.222000,0 days 00:00:23.688000,HARD,7.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.276,30.366,41.222,23.688,96.5655,1.2895000000000039
NOR,McLaren,41.0,0 days 00:01:35.069000,0 days 00:00:30.318000,0 days 00:00:41.261000,0 days 00:00:23.490000,HARD,8.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.069,30.318,41.261,23.49,96.5655,1.4964999999999975
NOR,McLaren,42.0,0 days 00:01:35.165000,0 days 00:00:30.402000,0 days 00:00:41.212000,0 days 00:00:23.551000,HARD,9.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.165,30.402,41.212,23.551,96.5655,1.4004999999999939
NOR,McLaren,43.0,0 days 00:01:35.295000,0 days 00:00:30.462000,0 days 00:00:41.196000,0 days 00:00:23.637000,HARD,10.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.295,30.462,41.196,23.637,96.5655,1.2704999999999984
NOR,McLaren,44.0,0 days 00:01:35.346000,0 days 00:00:30.488000,0 days 00:00:41.267000,0 days 00:00:23.591000,HARD,11.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.346,30.488,41.267,23.591,96.5655,1.2194999999999965
NOR,McLaren,45.0,0 days 00:01:35.338000,0 days 00:00:30.468000,0 days 00:00:41.240000,0 days 00:00:23.630000,HARD,12.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.338,30.468,41.24,23.63,96.5655,1.2275000000000063
NOR,McLaren,46.0,0 days 00:01:35.371000,0 days 00:00:30.485000,0 days 00:00:41.244000,0 days 00:00:23.642000,HARD,13.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.371,30.485,41.244,23.642,96.5655,1.194500000000005
NOR,McLaren,47.0,0 days 00:01:35.485000,0 days 00:00:30.546000,0 days 00:00:41.341000,0 days 00:00:23.598000,HARD,14.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.485,30.546,41.341,23.598,96.5655,1.0805000000000007
NOR,McLaren,48.0,0 days 00:01:35.717000,0 days 00:00:30.638000,0 days 00:00:41.369000,0 days 00:00:23.710000,HARD,15.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.717,30.638,41.369,23.71,96.5655,0.8485000000000014
NOR,McLaren,49.0,0 days 00:01:35.674000,0 days 00:00:30.640000,0 days 00:00:41.340000,0 days 00:00:23.694000,HARD,16.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.674,30.64,41.34,23.694,96.5655,0.8914999999999935
NOR,McLaren,50.0,0 days 00:01:35.657000,0 days 00:00:30.563000,0 days 00:00:41.375000,0 days 00:00:23.719000,HARD,17.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.657,30.563,41.375,23.719,96.5655,0.9085000000000036
NOR,McLaren,51.0,0 days 00:01:36.038000,0 days 00:00:30.786000,0 days 00:00:41.516000,0 days 00:00:23.736000,HARD,18.0,3.0,,,1,6.0,False,2024,Bahrain,R,96.038,30.786,41.516,23.736,96.5655,0.5275000000000034
NOR,McLaren,52.0,0 days 00:01:35.922000,0 days 00:00:30.655000,0 days 00:00:41.461000,0 days 00:00:23.806000,HARD,19.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.922,30.655,41.461,23.806,96.5655,0.6435000000000031
NOR,McLaren,53.0,0 days 00:01:35.782000,0 days 00:00:30.666000,0 days 00:00:41.392000,0 days 00:00:23.724000,HARD,20.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.782,30.666,41.392,23.724,96.5655,0.7835000000000036
NOR,McLaren,54.0,0 days 00:01:35.934000,0 days 00:00:30.672000,0 days 00:00:41.387000,0 days 00:00:23.875000,HARD,21.0,3.0,,,1,6.0,False,2024,Bahrain,R,95.934,30.672,41.387,23.875,96.5655,0.6315000000000026
NOR,McLaren,55.0,0 days 00:01:36.223000,0 days 00:00:31.035000,0 days 00:00:41.372000,0 days 00:00:23.816000,HARD,22.0,3.0,,,1,6.0,False,2024,Bahrain,R,96.223,31.035,41.372,23.816,96.5655,0.34250000000000114
NOR,McLaren,57.0,0 days 00:01:36.582000,0 days 00:00:30.771000,0 days 00:00:41.992000,0 days 00:00:23.819000,HARD,24.0,3.0,,,1,6.0,False,2024,Bahrain,R,96.582,30.771,41.992,23.819,96.5655,0.01649999999999352
HAM,Mercedes,1.0,0 days 00:01:43.122000,,0 days 00:00:43.609000,0 days 00:00:24.393000,SOFT,4.0,1.0,,,12,9.0,False,2024,Bahrain,R,103.122,,43.609,24.393,96.666,6.456000000000003
HAM,Mercedes,2.0,0 days 00:01:38.273000,0 days 00:00:31.287000,0 days 00:00:42.893000,0 days 00:00:24.093000,SOFT,5.0,1.0,,,1,9.0,False,2024,Bahrain,R,98.273,31.287,42.893,24.093,96.666,1.6069999999999993
HAM,Mercedes,3.0,0 days 00:01:38.303000,0 days 00:00:31.062000,0 days 00:00:43.099000,0 days 00:00:24.142000,SOFT,6.0,1.0,,,1,9.0,False,2024,Bahrain,R,98.303,31.062,43.099,24.142,96.666,1.6370000000000005
HAM,Mercedes,4.0,0 days 00:01:38.287000,0 days 00:00:30.983000,0 days 00:00:43.146000,0 days 00:00:24.158000,SOFT,7.0,1.0,,,1,9.0,False,2024,Bahrain,R,98.287,30.983,43.146,24.158,96.666,1.6210000000000093
HAM,Mercedes,5.0,0 days 00:01:38.350000,0 days 00:00:31.140000,0 days 00:00:43.010000,0 days 00:00:24.200000,SOFT,8.0,1.0,,,1,9.0,False,2024,Bahrain,R,98.35,31.14,43.01,24.2,96.666,1.6839999999999975
HAM,Mercedes,6.0,0 days 00:01:38.183000,0 days 00:00:31.124000,0 days 00:00:42.887000,0 days 00:00:24.172000,SOFT,9.0,1.0,,,1,9.0,False,2024,Bahrain,R,98.183,31.124,42.887,24.172,96.666,1.5170000000000101
HAM,Mercedes,7.0,0 days 00:01:37.839000,0 days 00:00:30.829000,0 days 00:00:42.823000,0 days 00:00:24.187000,SOFT,10.0,1.0,,,1,9.0,False,2024,Bahrain,R,97.839,30.829,42.823,24.187,96.666,1.1730000000000018
HAM,Mercedes,8.0,0 days 00:01:38.221000,0 days 00:00:31.079000,0 days 00:00:42.886000,0 days 00:00:24.256000,SOFT,11.0,1.0,,,1,9.0,False,2024,Bahrain,R,98.221,31.079,42.886,24.256,96.666,1.5550000000000068
HAM,Mercedes,9.0,0 days 00:01:38.645000,0 days 00:00:31.088000,0 days 00:00:43.171000,0 days 00:00:24.386000,SOFT,12.0,1.0,,,1,9.0,False,2024,Bahrain,R,98.645,31.088,43.171,24.386,96.666,1.9789999999999992
HAM,Mercedes,10.0,0 days 00:01:38.037000,0 days 00:00:30.931000,0 days 00:00:42.821000,0 days 00:00:24.285000,SOFT,13.0,1.0,,,12,8.0,False,2024,Bahrain,R,98.037,30.931,42.821,24.285,96.666,1.3710000000000093
HAM,Mercedes,11.0,0 days 00:01:38.236000,0 days 00:00:31.279000,0 days 00:00:42.819000,0 days 00:00:24.138000,SOFT,14.0,1.0,,,1,8.0,False,2024,Bahrain,R,98.236,31.279,42.819,24.138,96.666,1.5700000000000074
HAM,Mercedes,14.0,0 days 00:01:37.178000,0 days 00:00:31.073000,0 days 00:00:42.404000,0 days 00:00:23.701000,HARD,2.0,2.0,,,1,11.0,False,2024,Bahrain,R,97.178,31.073,42.404,23.701,96.666,0.5120000000000005
HAM,Mercedes,15.0,0 days 00:01:37.264000,0 days 00:00:31.095000,0 days 00:00:42.315000,0 days 00:00:23.854000,HARD,3.0,2.0,,,1,10.0,False,2024,Bahrain,R,97.264,31.095,42.315,23.854,96.666,0.597999999999999
HAM,Mercedes,16.0,0 days 00:01:37.091000,0 days 00:00:31.165000,0 days 00:00:42.207000,0 days 00:00:23.719000,HARD,4.0,2.0,,,1,8.0,False,2024,Bahrain,R,97.091,31.165,42.207,23.719,96.666,0.42499999999999716
HAM,Mercedes,17.0,0 days 00:01:37.111000,0 days 00:00:30.738000,0 days 00:00:42.640000,0 days 00:00:23.733000,HARD,5.0,2.0,,,1,8.0,False,2024,Bahrain,R,97.111,30.738,42.64,23.733,96.666,0.4450000000000074
HAM,Mercedes,18.0,0 days 00:01:36.850000,0 days 00:00:30.825000,0 days 00:00:42.221000,0 days 00:00:23.804000,HARD,6.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.85,30.825,42.221,23.804,96.666,0.1839999999999975
HAM,Mercedes,19.0,0 days 00:01:36.694000,0 days 00:00:30.848000,0 days 00:00:42.131000,0 days 00:00:23.715000,HARD,7.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.694,30.848,42.131,23.715,96.666,0.028000000000005798
HAM,Mercedes,20.0,0 days 00:01:36.264000,0 days 00:00:30.768000,0 days 00:00:41.794000,0 days 00:00:23.702000,HARD,8.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.264,30.768,41.794,23.702,96.666,0.402000000000001
HAM,Mercedes,21.0,0 days 00:01:36.510000,0 days 00:00:30.757000,0 days 00:00:42.003000,0 days 00:00:23.750000,HARD,9.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.51,30.757,42.003,23.75,96.666,0.1559999999999917
HAM,Mercedes,22.0,0 days 00:01:36.633000,0 days 00:00:30.733000,0 days 00:00:42.141000,0 days 00:00:23.759000,HARD,10.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.633,30.733,42.141,23.759,96.666,0.03300000000000125
HAM,Mercedes,23.0,0 days 00:01:36.717000,0 days 00:00:30.884000,0 days 00:00:42.063000,0 days 00:00:23.770000,HARD,11.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.717,30.884,42.063,23.77,96.666,0.05100000000000193
HAM,Mercedes,24.0,0 days 00:01:36.666000,0 days 00:00:30.826000,0 days 00:00:42.100000,0 days 00:00:23.740000,HARD,12.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.666,30.826,42.1,23.74,96.666,0.0
HAM,Mercedes,25.0,0 days 00:01:36.919000,0 days 00:00:31.037000,0 days 00:00:42.090000,0 days 00:00:23.792000,HARD,13.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.919,31.037,42.09,23.792,96.666,0.2530000000000001
HAM,Mercedes,26.0,0 days 00:01:36.714000,0 days 00:00:30.847000,0 days 00:00:42.095000,0 days 00:00:23.772000,HARD,14.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.714,30.847,42.095,23.772,96.666,0.04800000000000182
HAM,Mercedes,28.0,0 days 00:01:36.692000,0 days 00:00:30.907000,0 days 00:00:41.948000,0 days 00:00:23.837000,HARD,16.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.692,30.907,41.948,23.837,96.666,0.02599999999999625
HAM,Mercedes,29.0,0 days 00:01:36.786000,0 days 00:00:30.897000,0 days 00:00:42.023000,0 days 00:00:23.866000,HARD,17.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.786,30.897,42.023,23.866,96.666,0.12000000000000455
HAM,Mercedes,30.0,0 days 00:01:37.244000,0 days 00:00:30.945000,0 days 00:00:42.370000,0 days 00:00:23.929000,HARD,18.0,2.0,,,1,8.0,False,2024,Bahrain,R,97.244,30.945,42.37,23.929,96.666,0.578000000000003
HAM,Mercedes,31.0,0 days 00:01:36.975000,0 days 00:00:30.837000,0 days 00:00:42.175000,0 days 00:00:23.963000,HARD,19.0,2.0,,,1,8.0,False,2024,Bahrain,R,96.975,30.837,42.175,23.963,96.666,0.3089999999999975
HAM,Mercedes,32.0,0 days 00:01:37.325000,0 days 00:00:31.076000,0 days 00:00:42.235000,0 days 00:00:24.014000,HARD,20.0,2.0,,,1,7.0,False,2024,Bahrain,R,97.325,31.076,42.235,24.014,96.666,0.659000000000006
HAM,Mercedes,35.0,0 days 00:01:35.489000,0 days 00:00:30.776000,0 days 00:00:41.304000,0 days 00:00:23.409000,HARD,2.0,3.0,,,1,8.0,False,2024,Bahrain,R,95.489,30.776,41.304,23.409,96.666,1.1769999999999925
HAM,Mercedes,36.0,0 days 00:01:35.279000,0 days 00:00:30.303000,0 days 00:00:41.653000,0 days 00:00:23.323000,HARD,3.0,3.0,,,1,8.0,False,2024,Bahrain,R,95.279,30.303,41.653,23.323,96.666,1.3870000000000005
HAM,Mercedes,37.0,0 days 00:01:35.597000,0 days 00:00:30.384000,0 days 00:00:41.575000,0 days 00:00:23.638000,HARD,4.0,3.0,,,1,8.0,False,2024,Bahrain,R,95.597,30.384,41.575,23.638,96.666,1.0690000000000026
HAM,Mercedes,38.0,0 days 00:01:34.966000,0 days 00:00:30.060000,0 days 00:00:41.423000,0 days 00:00:23.483000,HARD,5.0,3.0,,,1,8.0,False,2024,Bahrain,R,94.966,30.06,41.423,23.483,96.666,1.7000000000000028
HAM,Mercedes,39.0,0 days 00:01:34.722000,0 days 00:00:30.170000,0 days 00:00:41.159000,0 days 00:00:23.393000,HARD,6.0,3.0,,,1,7.0,False,2024,Bahrain,R,94.722,30.17,41.159,23.393,96.666,1.9440000000000026
HAM,Mercedes,40.0,0 days 00:01:35.041000,0 days 00:00:30.443000,0 days 00:00:41.198000,0 days 00:00:23.400000,HARD,7.0,3.0,,,1,7.0,False,2024,Bahrain,R,95.041,30.443,41.198,23.4,96.666,1.625
HAM,Mercedes,41.0,0 days 00:01:34.940000,0 days 00:00:30.463000,0 days 00:00:41.116000,0 days 00:00:23.361000,HARD,8.0,3.0,,,1,7.0,False,2024,Bahrain,R,94.94,30.463,41.116,23.361,96.666,1.725999999999999
